flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
ET1905,Ethiopian Airlines,Bole International,Washington,United States,2:59 PM,Hamad International,Huimin,China,2,ET,ABP,CDT,5/5/2022,1:30 PM,111.09,414,186.96,On Time,A1
SK2196,SAS Scandinavian,Copenhagen Airport,Kanginan,Indonesia,5:27 AM,El Dorado International,Citundun,Indonesia,22,SK,BEE,MER,8/7/2022,7:41 AM,4564.18,262,224.23,Delayed,C2
AM9301,Aeroméxico,Benito Juárez International,Lewolang,Indonesia,9:20 PM,O'Hare International,Klippan,Sweden,12,AM,BBC,ABF,9/6/2022,5:50 AM,1820.93,374,237.69,Delayed,B2
AM9071,Aeroméxico,Benito Juárez International,Bowang,China,3:59 AM,O'Hare International,Mathambgwane,Botswana,14,AM,AOG,KAJ,8/25/2022,8:29 AM,4332.41,472,368.38,Cancelled,C3
AI5059,Air India,Indira Gandhi International,Cô Tô,Vietnam,3:30 PM,Suvarnabhumi,Kalengwa,Zambia,18,AI,OTC,KLA,11/7/2022,12:16 AM,4466.31,268,101.17,On Time,B2
SA6084,South African Airways,O.R. Tambo International,Bayt Ūlā,Palestinian Territory,6:04 PM,Charles de Gaulle,Oenunu,Indonesia,8,SA,BVW,WML,6/18/2022,4:36 PM,2944.33,309,329.65,Delayed,C3
SK8608,SAS Scandinavian,Copenhagen Airport,Lanta Timur,Indonesia,12:29 PM,Charles de Gaulle,Nularan,Indonesia,6,SK,CBS,ROZ,9/7/2022,12:57 AM,907.5,183,63.28,On Time,C1
CX7596,Cathay Pacific,Hong Kong International,Fundación,Colombia,2:04 AM,Leonardo da Vinci International,Karítsa,Greece,18,CX,MYW,FRB,10/16/2022,11:36 AM,9632.25,62,366.58,On Time,C3
ET9826,Ethiopian Airlines,Bole International,Qiqian,China,8:31 PM,Hamad International,Pacaembu,Brazil,11,ET,WUH,CKD,12/23/2022,6:22 AM,1226.76,436,339.52,On Time,B2
AC6932,Air Canada,Toronto Pearson,Kladi,Indonesia,5:50 AM,John F. Kennedy International,Ishikari,Japan,6,AC,JAA,SBU,2/1/2022,8:14 PM,6484.68,121,488.93,On Time,B2
ET1460,Ethiopian Airlines,Bole International,Nova Olímpia,Brazil,8:43 AM,Munich Airport,Xingshou,China,13,ET,KJP,SNJ,12/23/2022,12:55 AM,8130.86,413,202.13,Delayed,C2
IB1115,Iberia,Adolfo Suárez Madrid–Barajas,Vukatanë,Albania,3:40 PM,Charles de Gaulle,Bálsamo Oriental,Honduras,19,IB,JUN,RBK,4/19/2022,6:01 AM,8386.03,349,431.38,On Time,A1
AC9441,Air Canada,Toronto Pearson,Monte Francisco,Portugal,10:48 AM,John F. Kennedy International,Pomahan,Indonesia,17,AC,OLI,CLH,6/22/2022,7:59 PM,6091.88,278,317.71,On Time,C4
UA9363,United Airlines,Los Angeles International,Sharan,Russia,2:52 AM,San Francisco International,Gongnong,China,23,UA,BIW,ZFD,5/15/2022,7:08 AM,742.1,402,415.78,On Time,C1
LA6064,LATAM Airlines,São Paulo/Guarulhos International,Sheshan,China,4:13 AM,Miami International,Dukla,Poland,16,LA,CMM,IAO,11/7/2022,6:15 PM,7367.33,297,250.35,On Time,B1
AI5828,Air India,Indira Gandhi International,Puji,China,6:23 AM,Chhatrapati Shivaji International,Unión,Paraguay,3,AI,LSY,PHM,6/1/2022,7:12 AM,7987.86,422,367.63,On Time,C2
NZ3217,Air New Zealand,Auckland Airport,Kinmparana,Mali,4:32 PM,Sydney Airport,Boca Raton,United States,7,NZ,CLL,KPT,9/20/2022,9:53 AM,1451.93,120,262.08,Delayed,C2
QR4142,Qatar Airways,Hamad International,Ishim,Russia,8:56 AM,Jomo Kenyatta International,Villa del Carmen,Uruguay,1,QR,TSY,SSC,4/9/2022,10:20 PM,672.53,433,490.76,On Time,A1
NH3534,All Nippon Airways,Haneda,Berezna,Ukraine,7:43 AM,Incheon International,Kharp,Russia,17,NH,LCL,FBD,12/25/2022,12:08 PM,2963.01,75,460.17,Delayed,B1
NH9577,All Nippon Airways,Haneda,Shangpai,China,5:01 AM,Incheon International,Managua,Nicaragua,12,NH,BQW,TTE,9/13/2022,10:03 PM,4689.79,227,114.46,On Time,C4
AV9867,Avianca,El Dorado International,Tulungagung,Indonesia,6:37 AM,Miami International,Marki,Poland,5,AV,VCR,ATW,10/2/2022,12:31 AM,8763.78,442,429.38,On Time,C4
UA1770,United Airlines,Los Angeles International,Zborište,Bosnia and Herzegovina,10:59 AM,Dubai International,Brusartsi,Bulgaria,24,UA,YAZ,MML,1/4/2022,9:23 PM,252.49,401,435.9,On Time,A1
AA4577,American Airlines,John F. Kennedy International,Erdao,China,1:25 PM,Dubai International,Jabonga,Philippines,6,AA,CWF,ISI,7/6/2022,3:50 PM,7886.68,98,191.95,On Time,A3
BA1547,British Airways,Heathrow,Sundsvall,Sweden,3:17 AM,Charles de Gaulle,Sotteville-lès-Rouen,France,3,BA,PLD,MJA,1/14/2022,11:01 AM,8115.52,487,77.22,On Time,C3
TG3079,Thai Airways,Suvarnabhumi,Paris 14,France,1:44 PM,Hong Kong International,Kokoshkino,Russia,2,TG,DON,HTI,2/28/2022,5:11 PM,324.78,110,183.99,Delayed,C3
KE3686,Korean Air,Incheon International,Iúna,Brazil,11:40 AM,Haneda,Honglu,China,7,KE,ZVK,SMU,1/17/2022,6:22 AM,9630.21,266,55.03,Delayed,C2
AC6547,Air Canada,Toronto Pearson,Qīrah,Palestinian Territory,4:08 AM,John F. Kennedy International,Waerana,Indonesia,24,AC,RRL,LTR,5/2/2022,1:30 PM,5004.67,437,144.99,On Time,C2
LA9122,LATAM Airlines,São Paulo/Guarulhos International,Melati,Indonesia,7:51 PM,Dallas/Fort Worth International,Hengling,China,20,LA,NIT,XRY,4/11/2022,10:08 PM,2041.59,214,314.28,Cancelled,C4
NH9718,All Nippon Airways,Haneda,Pavlodar,Kazakhstan,12:04 AM,Incheon International,Casal Novo,Portugal,9,NH,WZQ,SHJ,7/8/2022,9:21 AM,9627.78,165,410.35,On Time,A3
KL5312,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Sukarara Utara,Indonesia,10:22 AM,Charles de Gaulle,Qingdao,China,4,KL,MFT,SZK,4/19/2022,3:23 PM,660.4,304,351.69,Delayed,B1
DL8533,Delta Air Lines,John F. Kennedy International,Molodizhne,Ukraine,1:10 AM,Hartsfield-Jackson Atlanta,Midrand,South Africa,3,DL,SAH,NCA,12/12/2022,11:51 AM,2601.95,354,413.4,Delayed,A3
WN3456,Southwest Airlines,Los Angeles International,Montemor-o-Velho,Portugal,10:09 AM,San Francisco International,Wanghu,China,6,WN,QRT,DVL,7/20/2022,4:33 AM,3143.19,385,407.05,Delayed,B2
AI1195,Air India,Indira Gandhi International,Pembroke,Canada,7:06 PM,Chhatrapati Shivaji International,Basel,Switzerland,18,AI,KRP,BEB,6/28/2022,6:21 PM,1160.72,55,294.08,On Time,C4
KE8445,Korean Air,Incheon International,Pesucen,Indonesia,1:20 AM,Miami International,Orléans,France,9,KE,IYK,YDW,4/4/2022,1:06 PM,6870.86,136,53.75,Delayed,B1
LH8334,Lufthansa,Frankfurt Airport,Wang Sam Mo,Thailand,9:32 AM,Charles de Gaulle,Vancouver,United States,23,LH,CIV,LUA,2/25/2022,10:51 PM,6198.14,451,496.06,Delayed,C3
NH7322,All Nippon Airways,Haneda,Florestópolis,Brazil,1:46 PM,Incheon International,Wucheng,China,11,NH,MMK,MGY,6/14/2022,12:17 AM,5676.84,282,287.2,Delayed,A2
CX9238,Cathay Pacific,Hong Kong International,Wukeshu,China,8:15 AM,Logan International,Wenlin,China,6,CX,BSD,CSX,8/23/2022,7:48 AM,2321.91,431,254.04,On Time,C3
LH4237,Lufthansa,Frankfurt Airport,Halteu,Indonesia,3:36 PM,Charles de Gaulle,Saari,Finland,14,LH,MUW,MAM,10/17/2022,8:52 PM,5008.82,335,393.13,Cancelled,C4
SA6127,South African Airways,O.R. Tambo International,Wujing,China,12:07 AM,Charles de Gaulle,Zhuoshui,China,18,SA,CSH,APS,11/20/2022,8:01 PM,9356.12,247,339.21,Delayed,A3
SA2497,South African Airways,O.R. Tambo International,Marco,Brazil,6:39 PM,Charles de Gaulle,Marihatag,Philippines,5,SA,TPT,GVT,6/1/2022,2:22 PM,415.06,468,475.52,On Time,B1
SA5199,South African Airways,O.R. Tambo International,Sandaohezi,China,6:25 AM,Charles de Gaulle,Nanxindian,China,18,SA,CWX,LHW,4/21/2022,3:04 PM,1271.55,396,69.42,Delayed,A2
KL9874,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Stockholm,Sweden,8:17 PM,Hamad International,Jatake,Indonesia,18,KL,FAK,FSC,6/14/2022,9:15 PM,1934.8,386,207.17,Delayed,C2
ET6876,Ethiopian Airlines,Bole International,Agua Fría,Honduras,11:42 AM,Hamad International,Siborong-borong,Indonesia,16,ET,MJI,CFF,8/4/2022,11:51 PM,1492.97,66,272.51,On Time,C1
TG6514,Thai Airways,Suvarnabhumi,El Paraiso,Mexico,1:55 PM,Changi,Amado Nervo,Mexico,14,TG,CAB,VGT,2/1/2022,5:53 PM,1687.79,148,350.84,On Time,C2
AC9723,Air Canada,Toronto Pearson,Lyskovo,Russia,11:07 AM,Vienna International,Sơn Tây,Vietnam,8,AC,JIN,FIK,4/2/2022,9:45 PM,1934.51,369,213.52,On Time,B2
CX1720,Cathay Pacific,Hong Kong International,Daulatpur,Pakistan,6:22 AM,Changi,Sudo,Indonesia,17,CX,KDV,XYE,4/18/2022,1:03 AM,5418.36,148,419.57,Cancelled,A2
SK2916,SAS Scandinavian,Copenhagen Airport,Utabi,Philippines,5:58 PM,Charles de Gaulle,Saumur,France,5,SK,FMU,MSD,3/28/2022,5:51 PM,3065.21,433,461.76,On Time,A2
DL7004,Delta Air Lines,John F. Kennedy International,Kalimati,Indonesia,5:00 PM,Los Angeles International,Dacheng,China,9,DL,TCH,GFN,2/12/2022,11:25 AM,5672.19,361,386.12,Delayed,A2
AV6446,Avianca,El Dorado International,Zhouyuan,China,2:49 AM,O'Hare International,Matadi,Democratic Republic of the Congo,20,AV,JJM,RJI,9/15/2022,1:22 AM,5459.0,51,441.6,Delayed,C1
KL9667,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Mikuni,Japan,3:38 AM,Charles de Gaulle,Yunhe,China,23,KL,KVX,TUM,11/6/2022,1:59 PM,7659.96,85,196.73,Delayed,A2
AA8666,American Airlines,John F. Kennedy International,Pingdingbu,China,8:50 PM,Hartsfield-Jackson Atlanta,Moutsamoudou,Comoros,8,AA,SIP,MSZ,3/13/2022,10:43 PM,7611.38,495,326.62,Delayed,C4
DL5644,Delta Air Lines,John F. Kennedy International,Mekarsari,Indonesia,1:24 PM,Denver International,Wuyang,China,3,DL,UTI,FLB,2/9/2022,6:26 AM,6213.37,145,342.76,Delayed,A2
EK7739,Emirates,Dubai International,Shitan,China,5:27 PM,Hamad International,Caridade,Portugal,5,EK,GKD,SGT,9/1/2022,6:21 AM,7303.01,299,211.75,On Time,C3
EK5119,Emirates,Dubai International,Dardhas,Albania,11:07 AM,Jomo Kenyatta International,Marechal Deodoro,Brazil,13,EK,KUQ,BML,6/18/2022,6:52 PM,6503.35,81,402.1,On Time,C1
QF1326,Qantas,Sydney Airport,Bellavista,Mexico,1:38 PM,Melbourne Airport,Lagangilang,Philippines,18,QF,SXM,CCN,3/28/2022,2:00 PM,865.41,480,467.8,On Time,C3
KE9114,Korean Air,Incheon International,Pego Longo,Portugal,7:14 AM,Denver International,Huangcai,China,15,KE,PPX,YPI,3/4/2022,7:55 AM,4351.85,220,113.16,On Time,B1
SA1292,South African Airways,O.R. Tambo International,Caeté,Brazil,12:01 PM,Charles de Gaulle,Shuikou,China,23,SA,PIR,RBT,1/30/2022,12:46 PM,1490.63,215,318.07,On Time,C4
KE1276,Korean Air,Incheon International,Otaru,Japan,9:38 PM,Haneda,Sukamanah,Indonesia,13,KE,CLD,GEO,1/10/2022,10:22 AM,5659.39,420,315.14,Delayed,A2
TG9377,Thai Airways,Suvarnabhumi,Kwekwe,Zimbabwe,7:30 PM,Changi,Urus-Martan,Russia,10,TG,NDM,LML,4/20/2022,11:38 AM,3483.74,387,143.71,On Time,B2
LA3026,LATAM Airlines,São Paulo/Guarulhos International,Yangtan,China,1:39 PM,Ministro Pistarini International,Orvalho,Portugal,9,LA,OMR,TME,9/9/2022,5:40 AM,3892.07,246,394.88,Cancelled,A1
SQ1939,Singapore Airlines,Changi,Vargem Grande do Sul,Brazil,11:26 AM,Beijing Capital International,Otok,Croatia,7,SQ,SBQ,OER,7/13/2022,4:31 AM,271.87,202,130.51,Cancelled,C4
SK4059,SAS Scandinavian,Copenhagen Airport,Sadovo,Bulgaria,7:36 AM,Hamad International,Heishan,China,15,SK,DLN,PDE,6/21/2022,3:08 AM,4574.9,376,133.84,Delayed,B1
EK9711,Emirates,Dubai International,El Retén,Colombia,5:14 AM,Hamad International,Hecun,China,6,EK,ZCO,ODY,7/15/2022,3:51 PM,9447.61,93,477.08,On Time,C4
NH4262,All Nippon Airways,Haneda,Sanchahe,China,1:42 PM,Incheon International,Zhaoyuan,China,4,NH,SUB,MEH,3/9/2022,7:57 PM,5409.15,156,95.15,On Time,C2
TG2442,Thai Airways,Suvarnabhumi,Gakem,Nigeria,11:59 AM,Changi,Acomayo,Peru,21,TG,TJH,ABH,2/6/2022,11:52 AM,5316.53,264,275.45,On Time,B2
EK8895,Emirates,Dubai International,Bolotnoye,Russia,3:04 PM,Jomo Kenyatta International,Winburg,South Africa,16,EK,AFL,MJG,10/17/2022,9:04 AM,9991.22,358,75.61,On Time,A1
AV3392,Avianca,El Dorado International,Martingança,Portugal,8:16 AM,O'Hare International,Laç,Albania,12,AV,TXG,SDS,1/12/2022,2:31 AM,5015.08,253,291.27,Delayed,C4
EK4646,Emirates,Dubai International,La Caleta Culebras,Peru,5:36 AM,Hamad International,Bungo-Takada-shi,Japan,8,EK,CTC,ADT,4/29/2022,6:40 PM,2375.36,457,257.47,On Time,B2
AC7189,Air Canada,Toronto Pearson,Karangmelok,Indonesia,1:13 AM,Ministro Pistarini International,Basco,Philippines,12,AC,MRZ,MMK,2/26/2022,2:19 PM,8265.31,209,123.28,On Time,C2
IB3698,Iberia,Adolfo Suárez Madrid–Barajas,Xiagong,China,11:34 AM,Charles de Gaulle,Wulipu,China,22,IB,STS,EEK,8/23/2022,3:35 AM,1490.08,475,328.59,On Time,A3
AC5450,Air Canada,Toronto Pearson,Paços,Portugal,8:19 AM,Suvarnabhumi,Yuankeng,China,11,AC,ORD,REX,5/24/2022,12:42 PM,5450.75,497,312.9,Delayed,A2
DL5548,Delta Air Lines,John F. Kennedy International,Nakatsu,Japan,6:07 PM,Hartsfield-Jackson Atlanta,Sande Vila Nova,Portugal,24,DL,CXB,UTE,3/30/2022,11:57 AM,2277.95,444,440.47,On Time,A2
SK7657,SAS Scandinavian,Copenhagen Airport,Wierzawice,Poland,9:37 PM,Charles de Gaulle,Belo Horizonte,Brazil,16,SK,DBY,YRC,3/3/2022,11:00 PM,2453.67,234,407.3,On Time,A1
AA1542,American Airlines,John F. Kennedy International,Harper,Liberia,1:30 PM,Hartsfield-Jackson Atlanta,Independencia,Mexico,19,AA,LUD,AEI,1/31/2022,8:37 PM,4375.56,144,416.46,On Time,B1
IB2927,Iberia,Adolfo Suárez Madrid–Barajas,Vale da Serra,Portugal,5:39 PM,Charles de Gaulle,Ozerki,Russia,16,IB,TKY,CIG,7/23/2022,12:14 PM,3956.45,229,477.97,On Time,B2
LH4869,Lufthansa,Frankfurt Airport,Xinrong,China,4:38 AM,Charles de Gaulle,Colmeal,Portugal,3,LH,BNF,KSG,11/7/2022,7:37 AM,5142.02,122,368.21,Delayed,B1
NZ6084,Air New Zealand,Auckland Airport,Charxin,Uzbekistan,6:47 PM,Sydney Airport,Victoria,Chile,4,NZ,ARH,JLS,9/23/2022,2:28 PM,2892.82,348,474.43,On Time,C1
KL4658,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Bulupayung,Indonesia,8:28 AM,Charles de Gaulle,Miguel Aleman,Mexico,1,KL,SHX,VPZ,7/4/2022,5:01 PM,1497.7,318,108.26,Delayed,B2
AM1046,Aeroméxico,Benito Juárez International,Nyimba,Zambia,3:13 AM,O'Hare International,Little Baguio,Philippines,5,AM,VHY,AKT,6/25/2022,10:14 AM,2314.08,266,209.9,On Time,A2
AV4884,Avianca,El Dorado International,Cartagena,Spain,5:46 PM,O'Hare International,Śniadowo,Poland,2,AV,YXT,BOU,5/1/2022,9:08 AM,6360.52,381,219.1,Cancelled,C2
SA2233,South African Airways,O.R. Tambo International,Jamaica,United States,3:31 AM,Charles de Gaulle,Nha Trang,Vietnam,1,SA,PGA,LNM,6/19/2022,8:16 AM,2266.13,146,204.83,On Time,C1
ET2023,Ethiopian Airlines,Bole International,Villejuif,France,3:15 PM,Vienna International,Ōmuta,Japan,21,ET,SIJ,HRT,11/15/2022,10:13 PM,7516.5,330,433.11,Delayed,B2
AA1876,American Airlines,John F. Kennedy International,Sanjiang,China,7:00 PM,Dallas/Fort Worth International,Marzhing,China,5,AA,BOV,DNV,9/17/2022,6:44 AM,5879.2,500,385.34,On Time,C3
